"data.healthcare.gov","23jw-xnks",21
"mondara.socrata.com","23k3-zvk8",2
"data.montgomeryschoolsmd.org","23ky-x9df",15
"data.cityofberkeley.info","23m4-eufg",1
"data.healthcare.gov","23mg-3i4p",6
"data.cityofnewyork.us","23mg-4s6s",9
"bronx.lehman.cuny.edu","23n3-awr9",4
"data.hawaii.gov","23q2-9t73",5
"kibbles.socrata.com","23q8-tcys",31
"cdph.data.ca.gov","23qp-p4fv",11
"mondara.socrata.com","23qs-xf87",2
"data.cityofnewyork.us","23rb-xz43",1
"kibbles.socrata.com","23rj-dddu",5
"data.mo.gov","23rk-x2ci",4
"data.results.wa.gov","23rv-iwtm",1
"data.wa.gov","23sj-q5dn",24
"data.cityofnewyork.us","23sn-5cvd",2
"data.strathcona.ca","23sw-72nz",5
"data.seattle.gov","23t6-xzcc",6
"data.somervillema.gov","23ty-ysn3",1
"cdph.data.ca.gov","23u7-85v2",2
"data.cityofnewyork.us","23ub-ne4h",5
"opendata.utah.gov","23um-urnu",9
"data.energystar.gov","23ur-s4v7",12
"data.sfgov.org","23v2-4u4d",2
"data.smgov.net","23v6-4d5h",11
"data.timapforjustice.org","23v7-6bqk",97
"dashboard.edmonton.ca","23vz-6zms",3
"data.ok.gov","23vz-qv8x",1
"data.cityofnewyork.us","23wf-fv3f",11
"data.smcgov.org","23wq-2zqa",2
"data.results.wa.gov","23xx-7ntq",11
"data.cambridgema.gov","23y5-cses",3
"data.cityofboston.gov","23yb-cufe",1
"data.lacity.org","23ye-7j7u",1
"reports.data.montgomerycountymd.gov","23yr-8h2m",3
"data.nola.gov","23yv-yzp5",12
"data.cdc.gov","23yy-cffz",6
"data.cityofchicago.org","23z4-s99a",9
"healthmeasures.aspe.hhs.gov","23z9-wtzg",2
"data.smcgov.org","23ze-s7yx",1
"data.edmonton.ca","23zz-47uu",2
"data.cityofchicago.org","242b-6zfz",2
"health.data.ny.gov","242u-hgt8",3
"data.edmonton.ca","242y-hrac",2
"datagov-sbx.socrata.com","2434-igmm",5
"www.data.act.gov.au","243h-p89n",2
"phila.socrata.com","243k-en3p",6
"dashboard.edmonton.ca","243x-cev9",1
"mondara.socrata.com","244n-66f7",1
"performance.smcgov.org","2454-z6x7",1
"data.cityofchicago.org","2465-fgqr",9
"data.cityofnewyork.us","2467-bjk4",8
"data.montgomerycountymd.gov","246g-twsc",10
"data.melbourne.vic.gov.au","246j-rg4u",7
"www.halifaxopendata.ca","247p-j6gq",17
"data.hawaii.gov","247y-698k",3
"www.opendata.go.ke","2487-pbxx",2
"datacatalog.cookcountyil.gov","248s-3x89",13
"data.melbourne.vic.gov.au","2495-hba2",3
"data.kingcounty.gov","249d-3u8h",6
"data.lacity.org","249p-62qe",2
"data.seattle.gov","249z-59hj",14
"data.austintexas.gov","24a5-7rax",7
"data.somervillema.gov","24ap-djqd",12
"data.cityofnewyork.us","24as-fxn4",23
"data.urbanaillinois.us","24cn-35mc",19
"data.seattle.gov","24dq-bcju",5
"data.iowa.gov","24ed-r47z",1
"healthmeasures.aspe.hhs.gov","24ei-imza",1
"data.sfgov.org","24fh-3nf5",16
"data.cityofnewyork.us","24fr-xpz8",1
"data.raleighnc.gov","24h5-a8jp",4
"data.cambridgema.gov","24ht-2is8",6
"data.nj.gov","24hu-zwma",3
"data.hawaii.gov","24i2-9d6t",13
"data.ok.gov","24iz-inb9",22
"opendata.sreb.org","24jw-kzz4",6
"sdis.medicaid.gov","24k3-fin3",4
"data.cityofnewyork.us","24kc-phkf",3
"data2020.abtassociates.com","24kv-nt8n",5
"data.illinois.gov","24m9-58rf",14
"sungard-performance.partner.socrata.com","24mg-waiv",3
"data.wa.gov","24n7-3epc",6
"data.lacity.org","24ni-w5hg",40
"data.undp.org","24nq-rc4e",1
"data.energystar.gov","24ns-rwwj",15
"data.energystar.gov","24p3-x3wy",12
"data.melbourne.vic.gov.au","24pe-skfy",7
"data.mo.gov","24ps-7rcs",42
"data.kingcounty.gov","24pt-pjat",1
"datacatalog.cookcountyil.gov","24pv-weyw",2
"www.datossct.gob.mx","24pw-ynjs",8
"data.edmonton.ca","24qu-shzg",11
"data.cambridgema.gov","24qx-acx3",8
"explore.data.gov","24rh-x2bn",16
"electionsdata.kingcounty.gov","24rw-prza",4
"data.illinois.gov","24s5-8gvt",4
"health.data.ny.gov","24s5-ipqz",3
"data.urbanaillinois.us","24s7-qz3w",2
"cdph.data.ca.gov","24sa-vunz",5
"data.consumerfinance.gov","24sr-5j35",7
"healthmeasures.aspe.hhs.gov","24t2-uvub",3
"data.kingcounty.gov","24t3-7js5",1
"data.strathcona.ca","24t4-f4vk",4
"data.seattle.gov","24tp-6m99",1
"data.medicare.gov","24tq-j476",11
"data.oregon.gov","24uc-hnt5",6
"data.edmonton.ca","24uj-dj8v",9
"data.cityofnewyork.us","24un-5xhg",16
"data.oregon.gov","24v8-8k6u",1
"data.lacity.org","24vc-zckj",2
"data.colorado.gov","24ve-tp9q",2
"data.cityoftacoma.org","24vj-rshh",5
"datacatalog.cookcountyil.gov","24xm-3gbe",1
"performance.smcgov.org","24xt-qm62",4
"data.ok.gov","24xw-jd65",8
"finances.worldbank.org","24y9-7ivk",1
"data.colorado.gov","24y9-eij7",58
"data.edmonton.ca","24yu-behb",2
"data.colorado.gov","24zb-dvg2",1
"data.cityofchicago.org","24zt-jpfn",2
"health.data.ny.gov","252m-8rxm",11
"data.raleighnc.gov","252v-365x",1
"cdph.data.ca.gov","253a-dpjk",3
"performance.smcgov.org","254r-y66v",17
"data.hawaii.gov","254r-zc8v",4
"cs.socrata.com","254z-en3a",1
"data.cityofchicago.org","2552-2nj9",3
"data.nlc.org","255j-m432",46
"healthdata.nj.gov","256c-dmyx",1
"data.dcpcsb.org","256k-xjca",10
"data.cityofchicago.org","256m-xnwk",36
"data.ok.gov","258t-j68q",28
"massedudata.socrata.com","2599-u8zi",1
"data.edmonton.ca","259a-yffs",12
"data.cdc.gov","259q-4ecz",1
"data.raleighnc.gov","259y-dh6t",6
"data.hawaii.gov","25ad-hxmv",2
"data.seattle.gov","25ar-vz4x",5
"data.cityofnewyork.us","25b8-nq32",2
"data.ct.gov","25bh-kn7t",1
"data.kingcounty.gov","25bp-irus",5
"bronx.lehman.cuny.edu","25c6-5pys",3
"data.kingcounty.gov","25cn-b9b9",3
"data.ny.gov","25cx-5muf",6
"data.baltimorecity.gov","25cz-f69d",2
"data.consumerfinance.gov","25dx-hete",11
"data.kingcounty.gov","25eg-axh8",4
"data.cityofnewyork.us","25eg-h362",2
"data.consumerfinance.gov","25ei-6bcr",7
"datacatalog.cookcountyil.gov","25f5-xif2",2
"healthmeasures.aspe.hhs.gov","25fs-yft4",1
"opendata.utah.gov","25gq-7m6f",1
"reports.data.montgomerycountymd.gov","25gy-7kgp",2
"data.undp.org","25hc-z2fh",2
"sdis.medicaid.gov","25hd-ysz9",4
"data.oregon.gov","25ib-2hsn",4
"data.cityofnewyork.us","25is-zcrx",22
"data.cityoftacoma.org","25j7-iyfv",2
"data.michigan.gov","25j8-8mix",4
"health.data.ny.gov","25je-psrt",27
"mondara.socrata.com","25jz-a2kc",9
"data.srcity.org","25k6-muxc",6
"data.cms.gov","25kr-dsqu",97
"healthmeasures.aspe.hhs.gov","25kx-kb3p",1
"data.cityoftacoma.org","25mv-2xai",5
"data.cityofchicago.org","25pc-3xww",2
"performance.smcgov.org","25pk-rfif",3
"opendata.utah.gov","25qu-fen5",1
"data.energystar.gov","25rm-682w",16
"kibbles.socrata.com","25rm-wm2c",6
"data.cityofnewyork.us","25rp-2xip",3
"data.edmonton.ca","25sf-z8zd",3
"data.awcnet.org","25sp-zcgh",9
"data.wa.gov","25sw-qgru",7
"kibbles.socrata.com","25tf-dsz2",1
"data.cityofnewyork.us","25th-nujf",3
"data.undp.org","25th-u4e3",4
"data.medicare.gov","25tz-chpf",10
"data.iae.alberta.ca","25uf-6b5k",2
"data.sfgov.org","25uh-v3vv",16
"data.ct.gov","25um-sn9z",1
"data.iae.alberta.ca","25uu-nqpw",4
"data.edmonton.ca","25wk-rqux",2
"data.wa.gov","25xk-8tku",1
"opendata.utah.gov","25xw-38is",4
"healthmeasures.aspe.hhs.gov","25yj-ffy5",1
"childcare.vancouver.socrata.com","25zc-xxx4",3
"data.cityofchicago.org","25zi-nyq5",5
"data.murphytx.org","25zv-8is4",1
"data.atf.gov","2627-5tfr",3
"data.illinois.gov","263f-wyus",1
"data.undp.org","263u-f92z",11
"performance.cookcountyil.gov","265f-qpzp",8
"data.seattle.gov","265m-q8pf",10
"data.smcgov.org","266g-g67q",1
"data.hawaii.gov","266n-x7xm",24
"data.datamontana.us","266x-rjwc",5
"data.cityofchicago.org","2676-4gdu",22
"data.kingcounty.gov","268m-nggq",1
"data.weatherfordtx.gov","26a3-bpg4",12
"data.cdc.gov","26a7-nc4u",1
"data.test.healthcare.gov","26ak-24q3",13
"electionsdata.kingcounty.gov","26am-bx25",3
"data.cityofnewyork.us","26am-g49h",2
"performance.smcgov.org","26an-x4jh",17
"kibbles.socrata.com","26av-n7gt",1
"data.illinois.gov","26ay-v8ve",3
"data.lacity.org","26cu-wv8h",2
"data.sfgov.org","26d8-ju87",5
"data.cityofgainesville.org","26ds-xgsr",1
"data.cityofnewyork.us","26dx-2tz4",9
"data.cityofchicago.org","26e5-u6k4",8
"data.oregon.gov","26e7-r3rr",3
"data.sunlightlabs.com","26et-5px9",15
"data.hawaii.gov","26ez-gsa6",4
"data.edmonton.ca","26f8-ij7e",3
"data.cms.gov","26fc-jd7n",5
"databox.worldbank.org","26g3-gn4b",57
"performance.smcgov.org","26gp-9xjm",18
"data.acgov.org","26gu-uznb",3
"data.colorado.gov","26h3-jrhg",6
"reports.data.montgomerycountymd.gov","26hb-hsgj",1
"data.datamontana.us","26hn-b6m9",2
"controllerdata.lacity.org","26is-4vtf",12
"data.ny.gov","26iw-jn42",8
"data.sfgov.org","26jj-tuq2",7
"data.texas.gov","26ka-basv",2
"data.wa.gov","26ki-kp4w",7
"data.lacity.org","26ku-dagg",1
"finances.worldbank.org","26m3-s5un",9
"data.cms.gov","26mh-z3zw",2
"data.smcgov.org","26mw-8bqc",2
"data.cityofnewyork.us","26mw-axz2",5
"data.culvercity.org","26my-yuy8",6
"data.maryland.gov","26ni-9b4w",12
"data.cityofgainesville.org","26p6-43yu",3
"performance.smcgov.org","26pc-dvq2",17
"data.lacity.org","26pj-5i9t",1
"data.sunlightlabs.com","26pp-5su5",2
"data.ok.gov","26pw-v57a",3
"dashboard.hawaii.gov","26q2-ssix",1
"data.test.healthcare.gov","26q6-bgbc",88
"data.ny.gov","26qf-w334",8
"data.cdc.gov","26qg-ysg7",13
"data.oaklandnet.com","26qh-d4je",8
"data.melbourne.vic.gov.au","26qx-cepd",5
"data.results.wa.gov","26qy-6hk6",7
"lombardia.socrata.com","26rc-ptce",9
"strategicplanning1.aspe.hhs.gov","26s8-42ig",1
"data.cityofnewyork.us","26tv-95fw",3
"data.wa.gov","26u8-y8aa",1
"data.raleighnc.gov","26v2-neq3",6
"data.smgov.net","26v7-zywa",3
"datacatalog.cookcountyil.gov","26vc-nmf3",4
"data.code4sa.org","26vs-4ane",9
"performance.smcgov.org","26w5-yct8",19
"data.hawaii.gov","26wn-8b7d",16
"www.datossct.gob.mx","26xp-475y",3
"data.colorado.gov","26xp-8dwd",17
"data.ct.gov","26y9-msfd",2
"explore.data.gov","26ye-b8m7",2
"data.lacity.org","26zk-4sxn",1
"data.austintexas.gov","273p-pxkp",3
"data.colorado.gov","273u-phzh",3
"data.cityofnewyork.us","274k-x3k2",43
"data.edmonton.ca","2756-tt33",28
"finances.worldbank.org","275d-i9q3",2
"data.cityofchicago.org","275h-ms8u",1
"data.illinois.gov","275i-xskx",6
"data.baltimorecity.gov","276b-k4ew",1
"www.dallasopendata.com","276q-v4hv",4
"lombardia.socrata.com","276t-g8jq",5
"data.melbourne.vic.gov.au","277b-wacc",6
"data.edmonton.ca","277c-rtam",2
"data.edmonton.ca","277k-xwsz",16
"mondara.socrata.com","278n-y6uf",3
"data.sfgov.org","279u-38ce",1
"finances.worldbank.org","27af-r8z8",12
"dashboard.hawaii.gov","27av-3pqa",1
"healthmeasures.aspe.hhs.gov","27b3-e8a6",1
"data.montgomerycountymd.gov","27b4-mrua",11
"mondara.socrata.com","27b8-diwc",14
"data.sfgov.org","27b9-vrer",6
"data.raleighnc.gov","27ba-zd8s",6
"data.illinois.gov","27bv-a484",6
"finances.worldbank.org","27ch-p22e",7
"data.cityofchicago.org","27cj-7xu5",3
"data.baltimorecity.gov","27cr-7rym",2
"data.energystar.gov","27d5-653i",16
"data.ny.gov","27dc-dsd2",2
"data.tol.ca","27dm-at4y",14
"data.cityofnewyork.us","27e2-tu5g",6
"data.medicare.gov","27ef-cu4d",2
"data.test.healthcare.gov","27et-au9t",8
"data.raleighnc.gov","27f3-mn57",6
"openpaymentsdata.cms.gov","27f5-aysk",58
"data.sfgov.org","27fh-ib5n",3
"andrac.partner.socrata.com","27ha-av2k",8
"data.nola.gov","27ha-qqwm",18
"opendata.utah.gov","27hd-2t32",12
"data.maryland.gov","27hh-y3vm",4
"data.cityofchicago.org","27i3-y4xf",1
"data.ny.gov","27is-r8bg",10
"data.maryland.gov","27iu-ihd4",13
"data.cityofnewyork.us","27iv-9uub",1
"data.energystar.gov","27j3-a3pd",8
"dashboard.hawaii.gov","27kc-kwfx",1
"data.cityofchicago.org","27kv-gcnc",2
"data.hawaii.gov","27kx-wegt",4
"performance.seattle.gov","27m8-ypw2",1
"www.data.act.gov.au","27mb-echs",3
"dashboard.edmonton.ca","27mc-5p3e",2
"data.smcgov.org","27me-59aj",1
"data.cityofchicago.org","27mg-bj9k",5
"data.wa.gov","27mj-fyqa",7
"bronx.lehman.cuny.edu","27mr-gbrm",4
"performance.smcgov.org","27mx-xsms",17
"data.strathcona.ca","27my-2y7j",2
"data.wa.gov","27nf-xxu9",18
"finances.worldbank.org","27p9-8tpz",25
"www.natsdatasct.gob.mx","27pv-yxu2",2
"data.cityofnewyork.us","27q8-h4gz",2
"data.cityofnewyork.us","27r8-dii2",4
"stat.cityofgainesville.org","27ri-ycc8",4
"data.sunlightlabs.com","27rt-3ip7",12
"data.datamontana.us","27ru-n7jf",6
"data.medicare.gov","27s7-6p8z",1
"data.illinois.gov","27tc-hxht",2
"data.cityofnewyork.us","27te-kscb",43
"www.data.act.gov.au","27tn-vjke",6
"opensourcedata.socrata.com","27u4-mtxb",13
"data.medicare.gov","27u8-6cxs",6
"data.hawaii.gov","27uh-yft3",5
"data.smgov.net","27ux-3zqi",9
"data.sfgov.org","27uy-ut8a",5
"sdotperformance.seattle.gov","27v3-43mu",1
"data.cityofnewyork.us","27vb-augk",5
"healthdata.nj.gov","27vd-mivf",1
"data.cityofchicago.org","27vr-jpy8",1
"data.baltimorecity.gov","27w9-urtv",7
"data.cityofchicago.org","27wj-e4ka",9
"finances.worldbank.org","27xd-u3qa",4
"www.opendata.go.ke","27y4-xqir",1
"data.cityofnewyork.us","27ya-gqtm",1
"data.melbourne.vic.gov.au","27yi-rvdn",8
"data.nfpa.org","282p-4kc4",7
"data.austintexas.gov","2833-m634",9
"opendata.utah.gov","2837-h3hm",6
"opendata.american.edu","283k-eht8",6
"healthmeasures.aspe.hhs.gov","283w-scjt",2
"sdis.medicaid.gov","2844-qmuq",11
"data.ny.gov","284g-w7ns",18
"health.data.ny.gov","284t-7udk",4
"data.cityofnewyork.us","2852-azsz",3
"data.mo.gov","285c-87fy",9
"opensourcedata.socrata.com","286h-g83n",5
"data.wa.gov","286m-xaju",19
"data.montgomerycountymd.gov","2878-ejvb",11
"data.lacity.org","287e-ujtp",3
"kcstat.kcmo.org","287v-ydqc",1
"finances.worldbank.org","2885-8dgp",2
"data.edmonton.ca","2894-ggrw",2
"data.seattle.gov","289p-bhu8",4
"health.data.ny.gov","289r-c3wj",5
"data.iowa.gov","289t-np4d",4
"data.sunlightlabs.com","28a4-3p52",14
"data.ny.gov","28af-n74f",3
"datacatalog.cookcountyil.gov","28as-k66w",4
"data.cityofnewyork.us","28bc-49tv",1
"finances.worldbank.org","28bp-scxz",4
"data.ny.gov","28db-csmd",5
"data.baltimorecity.gov","28dh-tjb2",13
"data.energystar.gov","28dp-wyst",12
"finances.worldbank.org","28e3-86fx",7
"benchmarkstudy.socrata.com","28eb-kmw7",1
"data.nola.gov","28ec-c8d6",12
"data.tol.ca","28ek-xbw6",14
"data.cityofchicago.org","28g6-w4nj",3
"data.ny.gov","28gk-bu58",12
"reports.data.montgomerycountymd.gov","28gm-x4dx",6
"healthmeasures.aspe.hhs.gov","28ha-uub3",1
"www.data.act.gov.au","28ht-m653",2
"data.baltimorecity.gov","28i3-pb9t",5
"dashboard.edmonton.ca","28i4-zz9s",3
"lombardia.socrata.com","28ia-tvvb",25
"data.princegeorgescountymd.gov","28ie-94pc",6
"data.lacity.org","28ij-ikju",1
"data.baltimorecity.gov","28jf-f9sb",14
"data.ny.gov","28kb-x5k5",10
"data.hawaii.gov","28kk-dvph",3
"data.cityofchicago.org","28km-gtjn",6
"data.cdc.gov","28km-nz6e",1
"data.nccde.org","28m6-9dxe",5
"data.sfgov.org","28my-4796",11
"data.cityofchicago.org","28nh-39r3",6
"data.cdc.gov","28nk-xd8k",11
"dashboard.hawaii.gov","28ny-28zm",1
"data.illinois.gov","28pz-cnz8",10
"healthmeasures.aspe.hhs.gov","28q9-mnc4",1
"data.maryland.gov","28q9-q2vc",1
"data.lacity.org","28qc-63jv",7
"finances.worldbank.org","28qd-dmcf",2
"data.cityofchicago.org","28qj-wqim",43
"data.hawaii.gov","28qz-76jx",5
"data.sfgov.org","28rx-8usz",46
"data.montgomerycountymd.gov","28sr-cv3x",95
"data.edmonton.ca","28ss-gu9g",38
"data.ok.gov","28t2-537u",23
"data.seattle.gov","28t6-ekfj",3
"kibbles.socrata.com","28tb-kcvr",1
"mondara.socrata.com","28tn-6vq7",19
"www.natsdatasct.gob.mx","28uf-b9hr",3
"data.sfgov.org","28v2-7e2s",4
"mondara.socrata.com","28wg-hjv7",2
"data.baltimorecity.gov","28xa-hs25",14
"data.cityofnewyork.us","28xv-xy57",8
"data.smgov.net","28yu-qtqf",6
"data.raleighnc.gov","28yv-v6u8",6
"www.opendata.go.ke","28z3-vbi3",1
"data.cityofnewyork.us","28zt-3c8n",1
"data.edmonton.ca","2952-seee",3
"www.data.act.gov.au","2954-eygi",3
"data.kingcounty.gov","2955-z9bi",3
"data.oregon.gov","295i-5ckb",2
"datacatalog.cookcountyil.gov","2963-mss2",3
"data.hawaii.gov","296d-ywbb",1
"data.edmonton.ca","2976-zu3f",9
"finances.worldbank.org","297e-t2ei",15
"data.baltimorecity.gov","298t-yh5a",23
"data.healthcare.gov","299d-9cp6",1
"opendata.utah.gov","299e-2qde",2
"data.cityofnewyork.us","299t-6fwb",46
"data.smgov.net","29a6-s7mk",6
"data.cityofchicago.org","29az-gmi5",2
"data.livewellsd.org","29c5-d6hc",1
"data.lacity.org","29cn-rph9",6
"data.results.wa.gov","29d4-k9s6",1
"data.energystar.gov","29d6-pbct",161
"controllerdata.lacity.org","29dj-ewi4",2
"healthmeasures.aspe.hhs.gov","29dw-3imu",2
"data.cityofnewyork.us","29e8-gtpa",4
"data.cityofchicago.org","29en-vcth",4
"data.cdc.gov","29ew-qk7z",1
"dashboard.edmonton.ca","29ew-vry6",2
"healthmeasures.aspe.hhs.gov","29fh-yat7",1
"healthdata.nj.gov","29g2-8hqh",14
"data.wa.gov","29gb-furc",9
"data.cdc.gov","29gf-gsai",3
"healthdata.nj.gov","29gr-9ekm",1
"data.nlc.org","29h4-54ri",1
"data.richmondgov.com","29hv-npdv",2
"data.michigan.gov","29hz-49m7",2
"data.austintexas.gov","29i2-4b3u",2
"data.cityofchicago.org","29i9-9z2v",3
"data.brla.gov","29jg-q7wu",1
"data.hawaii.gov","29ju-djcn",12
"data.cityofberkeley.info","29k7-9cz4",1
"data.austintexas.gov","29mv-2yqh",4
"datagov-sbx.socrata.com","29nd-3zii",5
"opendata.utah.gov","29nz-6d6e",3
"data.mo.gov","29q9-k7s9",2
"data.cityofnewyork.us","29qs-fp4r",13
"data.hawaii.gov","29r7-5bmb",2
"data.edmonton.ca","29rg-amsv",2
"data.montgomerycountymd.gov","29st-a5ia",12
"data.results.wa.gov","29td-q8yg",1
"data.mo.gov","29ty-r3j8",6
"data.dcpcsb.org","29u8-mtmd",3
"data.texas.gov","29up-etq5",1
"data.hawaii.gov","29vz-fz5g",5
"data.cityofchicago.org","29w4-bxkj",1
"data.illinois.gov","29wj-tkxe",2
"data.kingcounty.gov","29xn-nf7j",1
"health.data.ny.gov","29xw-us9j",6
"data.colorado.gov","29yi-8eak",18
"data.cityofnewyork.us","29zp-idw6",9
"data.providenceri.gov","2a24-768e",1
"healthmeasures.aspe.hhs.gov","2a27-i5id",1
"midashboard.michigan.gov","2a2c-r5fx",1
"datacatalog.cookcountyil.gov","2a2f-fazn",2
"data.lacity.org","2a2h-uyqy",3
"electionsdata.kingcounty.gov","2a2i-2j74",15
"data.medicare.gov","2a2w-b8u3",1
"data.cityofnewyork.us","2a3w-ws32",3
"lombardia.socrata.com","2a46-667u",26
"opendata.lasvegasnevada.gov","2a48-si6g",10
"datacatalog.cookcountyil.gov","2a48-z7ea",3
"data.hawaii.gov","2a4a-mamb",9
"performance.smcgov.org","2a4j-duj8",17
"datacatalog.cookcountyil.gov","2a4p-ufww",1
"data.cityofchicago.org","2a55-dhk8",1
"data.kcmo.org","2a6d-88j4",4
"data.smcgov.org","2a6i-yn3i",8
"data.iowa.gov","2a6j-vntv",2
"finances.worldbank.org","2a6z-h4p9",9
"sdotperformance.seattle.gov","2a73-mjjk",1
"data.ny.gov","2a7c-dzmv",8
"lombardia.socrata.com","2a7g-h4z3",10
"data.cityofnewyork.us","2a7y-2maw",4
"data.ok.gov","2a88-7dq4",1
"reports.data.montgomerycountymd.gov","2a8u-rzmv",4
"datacatalog.cookcountyil.gov","2a9f-6xre",5
"performance.smcgov.org","2aan-nwkq",17
"data.ok.gov","2ab5-t7uz",20
"data.sfgov.org","2abs-xd58",17
"datacatalog.cookcountyil.gov","2abu-iuia",1
"data.baltimorecity.gov","2ac8-muy2",6
"data.melbourne.vic.gov.au","2act-c5u3",1
"data.ok.gov","2adr-tees",1
"performance.cookcountyil.gov","2aea-p8j8",3
"data.cityofchicago.org","2af7-4jjs",13
"health.data.ny.gov","2afp-ivse",21
"data.culvercity.org","2afr-gg42",7
"data.cdc.gov","2ag6-rtnt",16
"data.smgov.net","2aga-ctnk",5
"data.ok.gov","2agc-ci2t",2
"data.undp.org","2agi-erva",5
"data.smgov.net","2agm-6vty",8
"data.austintexas.gov","2agn-mt2t",11
"data.cityofnewyork.us","2agw-ur5s",6
